#1_usercol	2_usercol	3_usercol	4_pct_at	5_pct_gc	6_num_A	7_num_C	8_num_G	9_num_T	10_num_N	11_num_oth	12_seq_len
Chr2	70000000	70500000	0.552150	0.447850	137041	111756	112169	139034	0	0	500000
Chr2	70500000	71000000	0.572706	0.427294	145993	108348	105299	140360	0	0	500000
Chr2	71000000	71500000	0.559422	0.440578	139613	110719	109570	140098	0	0	500000
Chr2	71500000	72000000	0.547466	0.450534	136404	112537	112730	137329	1000	0	500000
Chr2	72000000	72500000	0.551904	0.448096	138519	111118	112930	137433	0	0	500000
Chr2	72500000	73000000	0.557996	0.441004	139700	110212	110290	139298	500	0	500000
Chr2	73000000	73500000	0.568204	0.430796	140599	106915	108483	143503	500	0	500000
Chr2	73500000	74000000	0.558934	0.441066	141129	109588	110945	138338	0	0	500000
Chr2	74000000	74500000	0.555138	0.443862	136592	110149	111782	140977	500	0	500000
Chr2	74500000	75000000	0.574974	0.424026	140119	104637	107376	147368	500	0	500000
Chr2	75000000	75500000	0.559924	0.440076	137696	111131	108907	142266	0	0	500000
Chr2	75500000	76000000	0.555226	0.442774	139346	109319	112068	138267	1000	0	500000
Chr2	76000000	76500000	0.554406	0.445594	138473	111821	110976	138730	0	0	500000
Chr2	76500000	77000000	0.559870	0.440130	137431	108610	111455	142504	0	0	500000
Chr2	77000000	77500000	0.560384	0.439616	138973	107323	112485	141219	0	0	500000
Chr2	77500000	78000000	0.558666	0.441334	139575	111450	109217	139758	0	0	500000
Chr2	78000000	78500000	0.562122	0.437878	142387	108688	110251	138674	0	0	500000
Chr2	78500000	79000000	0.561248	0.438752	138981	108110	111266	141643	0	0	500000
Chr2	79000000	79500000	0.558436	0.441564	137569	110213	110569	141649	0	0	500000
Chr2	79500000	80000000	0.560818	0.438182	139577	109584	109507	140832	500	0	500000
Chr2	80000000	80500000	0.554504	0.445496	138113	111296	111452	139139	0	0	500000
Chr2	80500000	81000000	0.569758	0.430242	145154	108229	106892	139725	0	0	500000
Chr2	81000000	81500000	0.557356	0.442644	142334	113905	107417	136344	0	0	500000
Chr2	81500000	82000000	0.562264	0.437736	137992	109251	109617	143140	0	0	500000
Chr2	82000000	82500000	0.569446	0.430554	146815	109154	106123	137908	0	0	500000
Chr2	82500000	83000000	0.563120	0.436880	142212	109312	109128	139348	0	0	500000
Chr2	83000000	83500000	0.545400	0.454600	138273	113850	113450	134427	0	0	500000
Chr2	83500000	84000000	0.555082	0.444918	135249	109172	113287	142292	0	0	500000
Chr2	84000000	84500000	0.555144	0.443856	136988	110696	111232	140584	500	0	500000
Chr2	84500000	85000000	0.551662	0.446338	137895	110344	112825	137936	1000	0	500000
Chr2	85000000	85500000	0.546938	0.453062	136675	113101	113430	136794	0	0	500000
Chr2	85500000	86000000	0.547748	0.452252	136940	113125	113001	136934	0	0	500000
Chr2	86000000	86500000	0.548172	0.451828	138097	112596	113318	135989	0	0	500000
Chr2	86500000	87000000	0.547294	0.452706	137080	113944	112409	136567	0	0	500000
Chr2	87000000	87500000	0.544494	0.454506	139820	114798	112455	132427	500	0	500000
Chr2	87500000	88000000	0.546358	0.453642	141466	115764	111057	131713	0	0	500000
Chr2	88000000	88500000	0.550520	0.449480	139964	113437	111303	135296	0	0	500000
Chr2	88500000	89000000	0.549856	0.450144	136904	112802	112270	138024	0	0	500000
Chr2	89000000	89500000	0.562046	0.437954	136600	109007	109970	144423	0	0	500000
Chr2	89500000	90000000	0.547132	0.452612	138523	113853	112453	135043	128	0	500000
Chr2	90000000	90500000	0.552524	0.445732	141490	114020	108846	134772	872	0	500000
Chr2	90500000	91000000	0.551062	0.448938	140920	112930	111539	134611	0	0	500000
Chr2	91000000	91500000	0.559190	0.440810	141142	112550	107855	138453	0	0	500000
Chr2	91500000	92000000	0.574778	0.424222	141312	107655	104456	146077	500	0	500000
Chr2	92000000	92500000	0.576636	0.423364	140927	104268	107414	147391	0	0	500000
Chr2	92500000	93000000	0.576480	0.423520	140725	106240	105520	147515	0	0	500000
Chr2	93000000	93500000	0.557448	0.442552	139969	110235	111041	138755	0	0	500000
Chr2	93500000	94000000	0.579630	0.420370	148114	105123	105062	141701	0	0	500000
Chr2	94000000	94500000	0.565984	0.434016	142934	110121	106887	140058	0	0	500000
Chr2	94500000	95000000	0.560186	0.439814	142477	111019	108888	137616	0	0	500000
Chr2	95000000	95500000	0.561624	0.438376	139030	109390	109798	141782	0	0	500000
Chr2	95500000	96000000	0.559204	0.438796	138497	107297	112101	141105	1000	0	500000
Chr2	96000000	96500000	0.562474	0.437526	137456	109142	109621	143781	0	0	500000
Chr2	96500000	97000000	0.571286	0.428714	143370	106555	107802	142273	0	0	500000
Chr2	97000000	97500000	0.557742	0.441258	138836	109837	110792	140035	500	0	500000
Chr2	97500000	98000000	0.559544	0.440456	140617	110875	109353	139155	0	0	500000
Chr2	98000000	98500000	0.569322	0.430678	143402	107127	108212	141259	0	0	500000
Chr2	98500000	99000000	0.570710	0.428290	141566	104836	109309	143789	500	0	500000
Chr2	99000000	99500000	0.569842	0.429158	141738	106088	108491	143183	500	0	500000
Chr2	99500000	100000000	0.560274	0.439726	139926	108545	111318	140211	0	0	500000
Chr2	100000000	100500000	0.566458	0.433542	141170	107793	108978	142059	0	0	500000
Chr2	100500000	101000000	0.565412	0.431588	141576	107912	107882	141130	1500	0	500000
Chr2	101000000	101500000	0.568306	0.431694	144325	107778	108069	139828	0	0	500000
Chr2	101500000	102000000	0.568764	0.429236	143610	107218	107400	140772	1000	0	500000
Chr2	102000000	102500000	0.575622	0.424378	145702	106779	105410	142109	0	0	500000
Chr2	102500000	103000000	0.563028	0.435972	143605	110184	107802	137909	500	0	500000
Chr2	103000000	103500000	0.574256	0.424744	146604	107139	105233	140524	500	0	500000
Chr2	103500000	104000000	0.567840	0.432160	140286	109640	106440	143634	0	0	500000
Chr2	104000000	104500000	0.572396	0.427604	140218	107896	105906	145980	0	0	500000
Chr2	104500000	105000000	0.563948	0.435052	140721	106963	110563	141253	500	0	500000
Chr2	105000000	105500000	0.574014	0.424986	139643	106456	106037	147364	500	0	500000
Chr2	105500000	106000000	0.564100	0.435900	140943	109575	108375	141107	0	0	500000
Chr2	106000000	106500000	0.557700	0.441300	140117	109902	110748	138733	500	0	500000
Chr2	106500000	107000000	0.551664	0.447336	139677	113658	110010	136155	500	0	500000
Chr2	107000000	107500000	0.549984	0.450016	139402	113091	111917	135590	0	0	500000
Chr2	107500000	108000000	0.551524	0.448476	138102	112906	111332	137660	0	0	500000
Chr2	108000000	108500000	0.546324	0.452676	136519	114586	111752	136643	500	0	500000
Chr2	108500000	109000000	0.547958	0.452042	141559	111862	114159	132420	0	0	500000
Chr2	109000000	109500000	0.566316	0.433684	142876	108652	108190	140282	0	0	500000
Chr2	109500000	110000000	0.565084	0.434916	141100	109532	107926	141442	0	0	500000
Chr2	110000000	110500000	0.555214	0.444786	139322	112230	110163	138285	0	0	500000
Chr2	110500000	111000000	0.548594	0.450406	133660	111719	113484	140637	500	0	500000
Chr2	111000000	111500000	0.560376	0.439624	138729	109516	110296	141459	0	0	500000
Chr2	111500000	112000000	0.549920	0.450080	136518	110756	114284	138442	0	0	500000
Chr2	112000000	112500000	0.552614	0.447386	139202	113059	110634	137105	0	0	500000
Chr2	112500000	113000000	0.555886	0.444114	139032	108834	113223	138911	0	0	500000
Chr2	113000000	113500000	0.549348	0.450652	136983	113637	111689	137691	0	0	500000
Chr2	113500000	114000000	0.553258	0.446742	139717	113024	110347	136912	0	0	500000
Chr2	114000000	114500000	0.554978	0.445022	137478	111886	110625	140011	0	0	500000
Chr2	114500000	115000000	0.555816	0.443184	137114	109774	111818	140794	500	0	500000
Chr2	115000000	115500000	0.552610	0.445390	138951	111395	111300	137354	1000	0	500000
Chr2	115500000	116000000	0.535150	0.464850	133823	115220	117205	133752	0	0	500000
Chr2	116000000	116500000	0.550810	0.449190	137023	112895	111700	138382	0	0	500000
Chr2	116500000	117000000	0.555084	0.444916	138789	110464	111994	138753	0	0	500000
Chr2	117000000	117500000	0.557944	0.442056	139159	110975	110053	139813	0	0	500000
Chr2	117500000	118000000	0.572070	0.426930	138655	105316	108149	147380	500	0	500000
Chr2	118000000	118500000	0.564646	0.435354	140312	108299	109378	142011	0	0	500000
Chr2	118500000	119000000	0.559150	0.440850	140035	111755	108670	139540	0	0	500000
Chr2	119000000	119500000	0.561796	0.438204	139894	108712	110390	141004	0	0	500000
Chr2	119500000	120000000	0.565870	0.434130	142045	108407	108658	140890	0	0	500000
Chr2	120000000	120500000	0.566596	0.433404	143372	108483	108219	139926	0	0	500000
Chr2	120500000	121000000	0.569834	0.430166	142889	109369	105714	142028	0	0	500000
Chr2	121000000	121500000	0.559608	0.438392	140777	109786	109410	139027	1000	0	500000
Chr2	121500000	122000000	0.554798	0.445202	140571	111535	111066	136828	0	0	500000
Chr2	122000000	122500000	0.551686	0.448314	136891	111990	112167	138952	0	0	500000
Chr2	122500000	123000000	0.563328	0.435672	141552	108201	109635	140112	500	0	500000
Chr2	123000000	123500000	0.567240	0.432760	143063	107709	108671	140557	0	0	500000
Chr2	123500000	124000000	0.556898	0.443102	137928	111906	109645	140521	0	0	500000
Chr2	124000000	124500000	0.555360	0.443640	138592	112717	109103	139088	500	0	500000
Chr2	124500000	125000000	0.550926	0.449074	139115	112919	111618	136348	0	0	500000
Chr2	125000000	125500000	0.550916	0.448084	138049	113355	110687	137409	500	0	500000
Chr2	125500000	126000000	0.557498	0.442502	139367	110215	111036	139382	0	0	500000
Chr2	126000000	126500000	0.552820	0.446180	139409	112158	110932	137001	500	0	500000
Chr2	126500000	127000000	0.555270	0.444730	138313	111529	110836	139322	0	0	500000
Chr2	127000000	127500000	0.553798	0.445202	139027	110321	112280	137872	500	0	500000
Chr2	127500000	128000000	0.566716	0.433284	139746	106633	110009	143612	0	0	500000
Chr2	128000000	128500000	0.564590	0.434410	139484	109455	107750	142811	500	0	500000
Chr2	128500000	129000000	0.559772	0.440228	137242	107855	112259	142644	0	0	500000
Chr2	129000000	129500000	0.566500	0.433500	141240	108461	108289	142010	0	0	500000
Chr2	129500000	130000000	0.566564	0.432436	138660	106103	110115	144622	500	0	500000
Chr2	130000000	130500000	0.571774	0.428226	141367	106238	107875	144520	0	0	500000
Chr2	130500000	131000000	0.564000	0.435000	140321	108099	109401	141679	500	0	500000
Chr2	131000000	131500000	0.559316	0.440684	138889	110889	109453	140769	0	0	500000
Chr2	131500000	132000000	0.563726	0.436274	142801	110075	108062	139062	0	0	500000
Chr2	132000000	132500000	0.566246	0.433754	142194	109438	107439	140929	0	0	500000
Chr2	132500000	133000000	0.560196	0.438804	141297	110035	109367	138801	500	0	500000
Chr2	133000000	133500000	0.556908	0.442092	141187	110615	110431	137267	500	0	500000
Chr2	133500000	134000000	0.569424	0.430576	143331	108523	106765	141381	0	0	500000
Chr2	134000000	134500000	0.568424	0.430576	142180	108458	106830	142032	500	0	500000
Chr2	134500000	135000000	0.572062	0.427938	145524	108658	105311	140507	0	0	500000
Chr2	135000000	135500000	0.557074	0.442926	137694	111766	109697	140843	0	0	500000
Chr2	135500000	136000000	0.561538	0.438462	141389	109031	110200	139380	0	0	500000
Chr2	136000000	136500000	0.560418	0.439582	138787	108812	110979	141422	0	0	500000
Chr2	136500000	137000000	0.559856	0.439144	138005	109670	109902	141923	500	0	500000
Chr2	137000000	137500000	0.561138	0.438862	139627	110203	109228	140942	0	0	500000
Chr2	137500000	138000000	0.567500	0.432500	143051	109716	106534	140699	0	0	500000
Chr2	138000000	138500000	0.566150	0.432850	145462	110153	106272	137613	500	0	500000
Chr2	138500000	139000000	0.557580	0.440420	140217	110481	109729	138573	1000	0	500000
Chr2	139000000	139500000	0.557086	0.442914	137601	111116	110341	140942	0	0	500000
Chr2	139500000	140000000	0.560314	0.439686	142110	111774	108069	138047	0	0	500000
Chr2	140000000	140500000	0.559502	0.440498	138174	109183	111066	141577	0	0	500000
Chr2	140500000	141000000	0.556530	0.442470	135770	109554	111681	142495	500	0	500000
Chr2	141000000	141500000	0.567460	0.432540	140320	108140	108130	143410	0	0	500000
Chr2	141500000	142000000	0.558970	0.441030	138965	109985	110530	140520	0	0	500000
Chr2	142000000	142500000	0.561634	0.438366	140143	108269	110914	140674	0	0	500000
Chr2	142500000	143000000	0.553706	0.446294	138252	112069	111078	138601	0	0	500000
Chr2	143000000	143500000	0.557322	0.442678	139418	111106	110233	139243	0	0	500000
Chr2	143500000	144000000	0.562016	0.437984	141763	110295	108697	139245	0	0	500000
Chr2	144000000	144500000	0.559050	0.440950	138183	110441	110034	141342	0	0	500000
Chr2	144500000	145000000	0.558344	0.441656	142860	110133	110695	136312	0	0	500000
Chr2	145000000	145500000	0.546612	0.453388	135276	115722	110972	138030	0	0	500000
Chr2	145500000	146000000	0.557482	0.442518	141161	110023	111236	137580	0	0	500000
Chr2	146000000	146500000	0.557028	0.442972	141886	109239	112247	136628	0	0	500000
Chr2	146500000	147000000	0.560742	0.439258	139816	109381	110248	140555	0	0	500000
Chr2	147000000	147500000	0.547672	0.452328	136656	112104	114060	137180	0	0	500000
Chr2	147500000	148000000	0.538484	0.461516	135572	115647	115111	133670	0	0	500000
Chr2	148000000	148500000	0.534508	0.465492	133978	117878	114868	133276	0	0	500000
Chr2	148500000	149000000	0.540000	0.460000	137428	115915	114085	132572	0	0	500000
Chr2	149000000	149500000	0.551070	0.448930	138566	112104	112361	136969	0	0	500000
Chr2	149500000	150000000	0.551068	0.448932	139884	112970	111496	135650	0	0	500000
Chr2	150000000	150500000	0.553520	0.446480	143618	112110	111130	133142	0	0	500000
Chr2	150500000	151000000	0.564968	0.434032	140269	109024	107992	142215	500	0	500000
Chr2	151000000	151500000	0.540190	0.459810	133407	114565	115340	136688	0	0	500000
Chr2	151500000	152000000	0.547212	0.451788	139103	111799	114095	134503	500	0	500000
Chr2	152000000	152500000	0.532196	0.467804	135398	115846	118056	130700	0	0	500000
Chr2	152500000	153000000	0.546334	0.453666	136786	113350	113483	136381	0	0	500000
Chr2	153000000	153500000	0.555558	0.444442	137897	112539	109682	139882	0	0	500000
Chr2	153500000	154000000	0.537546	0.462454	133035	114993	116234	135738	0	0	500000
Chr2	154000000	154500000	0.548660	0.451340	136160	113788	111882	138170	0	0	500000
Chr2	154500000	155000000	0.550068	0.448932	135547	110652	113814	139487	500	0	500000
Chr2	155000000	155500000	0.543708	0.456292	135281	114547	113599	136573	0	0	500000
Chr2	155500000	156000000	0.559040	0.439960	138863	111123	108857	140657	500	0	500000
Chr2	156000000	156500000	0.556930	0.443070	141669	109276	112259	136796	0	0	500000
Chr2	156500000	157000000	0.552518	0.447482	138643	111811	111930	137616	0	0	500000
Chr2	157000000	157500000	0.552750	0.447250	138295	112188	111437	138080	0	0	500000
Chr2	157500000	158000000	0.562064	0.437936	141860	109152	109816	139172	0	0	500000
Chr2	158000000	158500000	0.558624	0.441376	142884	111693	108995	136428	0	0	500000
Chr2	158500000	159000000	0.569744	0.430256	138737	106605	108523	146135	0	0	500000
Chr2	159000000	159500000	0.561754	0.437246	139156	107603	111020	141721	500	0	500000
Chr2	159500000	160000000	0.565596	0.434404	143804	108726	108476	138994	0	0	500000
Chr2	160000000	160500000	0.560450	0.439550	142428	109232	110543	137797	0	0	500000
Chr2	160500000	161000000	0.564044	0.434956	143879	111079	106399	138143	500	0	500000
Chr2	161000000	161500000	0.569664	0.429336	144902	107622	107046	139930	500	0	500000
Chr2	161500000	162000000	0.570094	0.429906	143038	105873	109080	142009	0	0	500000
Chr2	162000000	162500000	0.557138	0.442862	137836	111758	109673	140733	0	0	500000
Chr2	162500000	163000000	0.563664	0.436336	141308	109460	108708	140524	0	0	500000
Chr2	163000000	163500000	0.555148	0.442852	138935	109972	111454	138639	1000	0	500000
Chr2	163500000	164000000	0.564090	0.435910	142378	107337	110618	139667	0	0	500000
Chr2	164000000	164500000	0.560988	0.437012	140283	109295	109211	140211	1000	0	500000
Chr2	164500000	165000000	0.559518	0.440482	138972	110456	109785	140787	0	0	500000
Chr2	165000000	165500000	0.555522	0.444478	140078	111841	110398	137683	0	0	500000
Chr2	165500000	166000000	0.561600	0.437400	141198	110516	108184	139602	500	0	500000
Chr2	166000000	166500000	0.560250	0.439750	142103	108852	111023	138022	0	0	500000
Chr2	166500000	167000000	0.560744	0.439256	141190	109444	110184	139182	0	0	500000
Chr2	167000000	167500000	0.558466	0.441534	139160	110736	110031	140073	0	0	500000
Chr2	167500000	168000000	0.564828	0.435172	140415	110187	107399	141999	0	0	500000
Chr2	168000000	168500000	0.554916	0.445084	137584	111723	110819	139874	0	0	500000
Chr2	168500000	169000000	0.550924	0.448076	136961	113106	110932	138501	500	0	500000
Chr2	169000000	169500000	0.551828	0.448172	136115	112259	111827	139799	0	0	500000
Chr2	169500000	170000000	0.552728	0.447272	137903	111132	112504	138461	0	0	500000
Chr2	170000000	170500000	0.548392	0.450608	140626	112055	113249	133570	500	0	500000
Chr2	170500000	171000000	0.551962	0.448038	140634	112808	111211	135347	0	0	500000
Chr2	171000000	171500000	0.545206	0.454794	136069	114108	113289	136534	0	0	500000
Chr2	171500000	172000000	0.545436	0.454564	138602	112041	115241	134116	0	0	500000
Chr2	172000000	172500000	0.552386	0.447614	137888	113334	110473	138305	0	0	500000
Chr2	172500000	173000000	0.553872	0.445128	140359	111577	110987	136577	500	0	500000
Chr2	173000000	173500000	0.554366	0.445634	136106	113067	109750	141077	0	0	500000
Chr2	173500000	174000000	0.561788	0.438212	141444	108225	110881	139450	0	0	500000
Chr2	174000000	174500000	0.552512	0.446488	138413	111213	112031	137843	500	0	500000
Chr2	174500000	175000000	0.552612	0.447388	137006	111057	112637	139300	0	0	500000
Chr2	175000000	175500000	0.547716	0.452284	137952	112700	113442	135906	0	0	500000
Chr2	175500000	176000000	0.550582	0.449418	141011	111448	113261	134280	0	0	500000
Chr2	176000000	176500000	0.558354	0.441646	139810	112325	108498	139367	0	0	500000
Chr2	176500000	177000000	0.553664	0.446336	138497	110377	112791	138335	0	0	500000
Chr2	177000000	177500000	0.554464	0.445536	138225	112431	110337	139007	0	0	500000
Chr2	177500000	178000000	0.547968	0.450032	135340	112341	112675	138644	1000	0	500000
Chr2	178000000	178500000	0.557806	0.442194	139395	111085	110012	139508	0	0	500000
Chr2	178500000	179000000	0.552860	0.445140	139219	111541	111029	137211	1000	0	500000
Chr2	179000000	179500000	0.550600	0.449400	135297	113445	111255	140003	0	0	500000
Chr2	179500000	180000000	0.553370	0.446630	139636	111647	111668	137049	0	0	500000
Chr2	180000000	180500000	0.553756	0.446244	138985	111107	112015	137893	0	0	500000
Chr2	180500000	181000000	0.554306	0.445694	141810	110106	112741	135343	0	0	500000
Chr2	181000000	181500000	0.551700	0.448300	136351	113375	110775	139499	0	0	500000
Chr2	181500000	182000000	0.567780	0.432220	144171	107843	108267	139719	0	0	500000
Chr2	182000000	182500000	0.555724	0.443276	137467	110838	110800	140395	500	0	500000
Chr2	182500000	183000000	0.554624	0.445376	136345	111712	110976	140967	0	0	500000
Chr2	183000000	183500000	0.560072	0.439928	136529	110541	109423	143507	0	0	500000
Chr2	183500000	184000000	0.552358	0.447642	138499	110620	113201	137680	0	0	500000
Chr2	184000000	184500000	0.552024	0.447976	136029	112790	111198	139983	0	0	500000
Chr2	184500000	185000000	0.553854	0.446146	139710	112776	110297	137217	0	0	500000
Chr2	185000000	185500000	0.556194	0.443806	138622	109872	112031	139475	0	0	500000
Chr2	185500000	186000000	0.550162	0.449838	134524	112127	112792	140557	0	0	500000
Chr2	186000000	186500000	0.539436	0.460564	133047	116975	113307	136671	0	0	500000
Chr2	186500000	187000000	0.550714	0.447286	136289	112247	111396	139068	1000	0	500000
Chr2	187000000	187500000	0.560144	0.439856	140210	108938	110990	139862	0	0	500000
Chr2	187500000	188000000	0.557140	0.442860	139779	111453	109977	138791	0	0	500000
Chr2	188000000	188500000	0.550568	0.449432	137511	113924	110792	137773	0	0	500000
Chr2	188500000	189000000	0.556176	0.443824	140511	110228	111684	137577	0	0	500000
Chr2	189000000	189500000	0.556202	0.443798	138746	111660	110239	139355	0	0	500000
Chr2	189500000	190000000	0.534966	0.465034	131461	115698	116819	136022	0	0	500000
Chr2	190000000	190500000	0.558596	0.441404	141313	112129	108573	137985	0	0	500000
Chr2	190500000	191000000	0.554104	0.445896	137765	110032	112916	139287	0	0	500000
Chr2	191000000	191500000	0.541442	0.458558	133588	114101	115178	137133	0	0	500000
Chr2	191500000	192000000	0.555570	0.444430	137540	110408	111807	140245	0	0	500000
Chr2	192000000	192500000	0.555702	0.443298	138125	110998	110651	139726	500	0	500000
Chr2	192500000	193000000	0.564174	0.435826	143214	111013	106900	138873	0	0	500000
Chr2	193000000	193500000	0.558334	0.441666	137268	111071	109762	141899	0	0	500000
Chr2	193500000	194000000	0.552916	0.447084	135930	110991	112551	140528	0	0	500000
Chr2	194000000	194500000	0.543228	0.456772	135888	113079	115307	135726	0	0	500000
Chr2	194500000	195000000	0.544264	0.455736	137636	114490	113378	134496	0	0	500000
Chr2	195000000	195500000	0.539864	0.460136	137156	116139	113929	132776	0	0	500000
Chr2	195500000	196000000	0.535378	0.464622	136563	118176	114135	131126	0	0	500000
Chr2	196000000	196500000	0.545108	0.453892	136184	113574	113372	136370	500	0	500000
Chr2	196500000	197000000	0.545084	0.454916	134207	113662	113796	138335	0	0	500000
Chr2	197000000	197500000	0.556622	0.443378	136602	111034	110655	141709	0	0	500000
Chr2	197500000	198000000	0.558482	0.440518	135531	110540	109719	143710	500	0	500000
Chr2	198000000	198500000	0.549636	0.449364	135998	111854	112828	138820	500	0	500000
Chr2	198500000	199000000	0.551518	0.447482	141257	113212	110529	134502	500	0	500000
Chr2	199000000	199500000	0.539544	0.460456	135995	116065	114163	133777	0	0	500000
Chr2	199500000	200000000	0.542580	0.457420	136826	113801	114909	134464	0	0	500000
Chr2	200000000	200500000	0.540668	0.459332	136341	115460	114206	133993	0	0	500000
Chr2	200500000	201000000	0.543706	0.456294	136649	113674	114473	135204	0	0	500000
Chr2	201000000	201500000	0.541828	0.456172	132750	113643	114443	138164	1000	0	500000
Chr2	201500000	202000000	0.561568	0.438432	137200	108186	111030	143584	0	0	500000
Chr2	202000000	202500000	0.545662	0.453338	131648	111953	114716	141183	500	0	500000
Chr2	202500000	203000000	0.551694	0.448306	136426	109528	114625	139421	0	0	500000
Chr2	203000000	203500000	0.557084	0.442916	140058	110243	111215	138484	0	0	500000
Chr2	203500000	204000000	0.563548	0.436452	139163	109353	108873	142611	0	0	500000
Chr2	204000000	204500000	0.555080	0.444920	140376	111908	110552	137164	0	0	500000
Chr2	204500000	205000000	0.565812	0.434188	141392	108596	108498	141514	0	0	500000
Chr2	205000000	205500000	0.554918	0.445082	140154	112423	110118	137305	0	0	500000
Chr2	205500000	206000000	0.558514	0.441486	138908	110311	110432	140349	0	0	500000
Chr2	206000000	206500000	0.543678	0.456322	136775	115015	113146	135064	0	0	500000
Chr2	206500000	207000000	0.553580	0.446420	139403	112553	110657	137387	0	0	500000
Chr2	207000000	207500000	0.562334	0.436666	145102	109408	108925	136065	500	0	500000
Chr2	207500000	208000000	0.566836	0.433164	141486	108458	108124	141932	0	0	500000
Chr2	208000000	208500000	0.560892	0.439108	138142	110258	109296	142304	0	0	500000
Chr2	208500000	209000000	0.574878	0.425122	145700	106041	106520	141739	0	0	500000
Chr2	209000000	209500000	0.571880	0.428120	141577	105844	108216	144363	0	0	500000
Chr2	209500000	210000000	0.550600	0.449400	137492	111657	113043	137808	0	0	500000
Chr2	210000000	210500000	0.539272	0.459728	136162	116632	113232	133474	500	0	500000
Chr2	210500000	211000000	0.552734	0.447266	136637	110297	113336	139730	0	0	500000
Chr2	211000000	211500000	0.548646	0.451354	139133	113198	112479	135190	0	0	500000
Chr2	211500000	212000000	0.533126	0.465874	135353	118030	114907	131210	500	0	500000
Chr2	212000000	212500000	0.539200	0.460800	132193	114298	116102	137407	0	0	500000
Chr2	212500000	213000000	0.536176	0.462824	133915	115263	116149	134173	500	0	500000
Chr2	213000000	213500000	0.553700	0.446300	136532	110424	112726	140318	0	0	500000
Chr2	213500000	214000000	0.557786	0.441214	138218	109450	111157	140675	500	0	500000
Chr2	214000000	214500000	0.553742	0.446258	139574	111448	111681	137297	0	0	500000
Chr2	214500000	215000000	0.549142	0.450858	139897	111852	113577	134674	0	0	500000
Chr2	215000000	215500000	0.556426	0.443574	137503	109101	112686	140710	0	0	500000
Chr2	215500000	216000000	0.549718	0.450282	137418	111465	113676	137441	0	0	500000
Chr2	216000000	216500000	0.552306	0.447694	139994	111675	112172	136159	0	0	500000
Chr2	216500000	217000000	0.553060	0.445940	138137	112078	110892	138393	500	0	500000
Chr2	217000000	217500000	0.547336	0.450664	135149	112182	113150	138519	1000	0	500000
Chr2	217500000	218000000	0.542270	0.457730	134856	113918	114947	136279	0	0	500000
Chr2	218000000	218500000	0.544992	0.455008	136066	115384	112120	136430	0	0	500000
Chr2	218500000	219000000	0.550064	0.448936	134709	111547	112921	140323	500	0	500000
Chr2	219000000	219500000	0.549414	0.450586	140568	111661	113632	134139	0	0	500000
Chr2	219500000	220000000	0.559508	0.440492	138437	108890	111356	141317	0	0	500000
Chr2	220000000	220500000	0.538508	0.459492	133332	114883	114863	135922	1000	0	500000
Chr2	220500000	221000000	0.536022	0.463978	135532	117029	114960	132479	0	0	500000
Chr2	221000000	221500000	0.546300	0.453700	133726	112070	114780	139424	0	0	500000
Chr2	221500000	222000000	0.540962	0.458038	131082	111858	117161	139399	500	0	500000
Chr2	222000000	222500000	0.548180	0.451820	139753	113792	112118	134337	0	0	500000
Chr2	222500000	223000000	0.529496	0.470504	130869	116739	118513	133879	0	0	500000
Chr2	223000000	223500000	0.544172	0.455828	135638	113233	114681	136448	0	0	500000
Chr2	223500000	224000000	0.538806	0.461194	135354	114854	115743	134049	0	0	500000
Chr2	224000000	224500000	0.541264	0.457736	136439	116304	112564	134193	500	0	500000
Chr2	224500000	225000000	0.545126	0.454874	135717	112967	114470	136846	0	0	500000
Chr2	225000000	225500000	0.537888	0.461112	131872	113477	117079	137072	500	0	500000
Chr2	225500000	226000000	0.533126	0.466874	133318	115954	117483	133245	0	0	500000
Chr2	226000000	226500000	0.535650	0.464350	132528	114345	117830	135297	0	0	500000
Chr2	226500000	227000000	0.531648	0.468352	131845	116153	118023	133979	0	0	500000
Chr2	227000000	227500000	0.533384	0.465616	135394	117972	114836	131298	500	0	500000
Chr2	227500000	228000000	0.523908	0.476092	131289	118564	119482	130665	0	0	500000
Chr2	228000000	228500000	0.541688	0.457312	134766	114301	114355	136078	500	0	500000
Chr2	228500000	229000000	0.529362	0.470638	133284	117429	117890	131397	0	0	500000
Chr2	229000000	229500000	0.529044	0.470956	135243	118568	116910	129279	0	0	500000
Chr2	229500000	230000000	0.521908	0.478092	131684	120580	118466	129270	0	0	500000
Chr2	230000000	230500000	0.530246	0.469754	133708	118585	116292	131415	0	0	500000
Chr2	230500000	231000000	0.518300	0.480700	130881	120049	120301	128269	500	0	500000
Chr2	231000000	231500000	0.532690	0.467310	132038	116477	117178	134307	0	0	500000
Chr2	231500000	232000000	0.509264	0.490736	128828	125277	120091	125804	0	0	500000
Chr2	232000000	232500000	0.514872	0.485128	130336	121808	120756	127100	0	0	500000
Chr2	232500000	233000000	0.523370	0.475630	128638	117673	120142	133047	500	0	500000
Chr2	233000000	233500000	0.512692	0.487308	128210	120967	122687	128136	0	0	500000
Chr2	233500000	234000000	0.517786	0.482214	133496	120885	120222	125397	0	0	500000
Chr2	234000000	234500000	0.533158	0.466842	138085	115750	117671	128494	0	0	500000
Chr2	234500000	235000000	0.510276	0.488724	128535	121670	122692	126603	500	0	500000
Chr2	235000000	235500000	0.509056	0.490944	128361	122249	123223	126167	0	0	500000
